20130724,145004,152896,2.62,6960.0,2.63,13000.0
20130724,145101,152896,2.86,13880.0,2.89,6270.0
20130724,145128,152896,2.85,327400.0,2.851,1500.0
20130724,145143,152896,2.603,44630.0,2.8,10650.0
20130724,144831,152896,2.89,11400.0,3.0,77990.0
20130724,145222,152896,2.6,1071370.0,2.601,35750.0
20130724,144610,152896,3.4,181260.0,3.45,30740.0
20130724,144728,152896,3.11,378190.0,3.17,790.0
20130724,145449,152896,2.414,177330.0,2.415,24590.0
20130724,144625,152896,3.311,299690.0,3.4,19490.0
20130724,144722,152896,3.21,203550.0,3.211,21030.0
20130724,144937,152896,2.72,20790.0,2.721,10340.0
20130724,144922,152896,2.89,43640.0,2.891,270.0
20130724,145034,152896,2.601,40580.0,2.619,490.0
20130724,145307,152896,2.5,80860.0,2.501,1290.0
20130724,144834,152896,2.89,3610.0,2.9,990.0
20130724,145349,152896,2.421,296390.0,2.5,2520.0
20130724,145158,152896,2.601,497020.0,2.603,3250.0
20130724,144749,152896,2.89,7200.0,3.0,31550.0
20130724,145207,152896,2.601,376970.0,2.603,103000.0
20130724,144958,152896,2.601,166940.0,2.65,1940.0
20130724,145125,152896,2.85,497090.0,2.851,24520.0
20130724,144907,152896,2.72,357840.0,2.799,180.0
20130724,145443,152896,2.413,164010.0,2.415,20270.0
20130724,144755,152896,2.3,49510.0,2.89,2190.0
20130724,145316,152896,2.5,104170.0,2.514,290.0
20130724,145025,152896,2.72,156320.0,2.721,23460.0
20130724,144658,152896,3.31,189510.0,3.311,40920.0
20130724,144807,152896,3.0,325520.0,3.01,1340.0
20130724,145410,152896,2.421,51740.0,2.44,11960.0
20130724,145016,152896,2.601,140920.0,2.62,13920.0
20130724,144913,152896,2.72,314900.0,2.722,580.0
20130724,144737,152896,3.11,236390.0,3.15,300.0
20130724,145337,152896,2.521,65370.0,2.55,1250.0
20130724,145037,152896,2.602,37410.0,2.62,10610.0
20130724,145213,152896,2.601,327600.0,2.603,8120.0
20130724,145122,152896,2.85,601310.0,2.851,8420.0
20130724,145134,152896,2.603,52820.0,2.8,3060.0
20130724,144940,152896,2.6,499120.0,2.7,6900.0
20130724,144628,152896,3.311,298610.0,3.4,67330.0
20130724,145520,152896,2.4,345430.0,2.41,1720.0
20130724,145325,152896,2.521,320040.0,2.55,650.0
20130724,145440,152896,2.415,450.0,2.42,340.0
20130724,145249,152896,2.65,6900.0,2.68,430.0
20130724,144652,152896,3.312,490.0,3.32,33220.0
20130724,145113,152896,2.851,67920.0,2.86,40860.0
20130724,145231,152896,2.413,179000.0,2.597,680.0
20130724,144701,152896,3.31,125980.0,3.311,4090.0
20130724,144758,152896,2.4,18970.0,2.5,800.0
20130724,145007,152896,2.601,219890.0,2.62,8700.0
20130724,144949,152896,2.6,457710.0,2.7,8050.0
20130724,145043,152896,2.601,19650.0,2.62,18440.0
20130724,145301,152896,2.5,174990.0,2.501,310.0
20130724,145346,152896,2.5,18000.0,2.52,1740.0
20130724,144904,152896,2.722,690.0,2.8,770.0
20130724,145204,152896,2.601,432570.0,2.603,110950.0
20130724,145110,152896,2.85,1034940.0,2.86,4900.0
